Sample;Sampling_date;Sampling_site;Ct
QC_06.1_PS72h_Filter;2021-05-10;06.1-CHSLD_Saint_Augustin_Pipe_in_kitchen;42.391
QC_07.1_PS72h_Filter;2021-05-10;07.1-Lauberiviere_Parking;28.0553483006543
QC_07.2_PS72h_Filter;2021-05-10;07.2-Lauberiviere_Pipe_in_0_Floor;35.9052237086755
QC_08_PS72h_Filter;2021-05-10;08-CHSLD_Saint_Antoine;42.391
QC_09_PS72h_Filter;2021-05-10;09-Squat_Basse-Ville;42.391
QC_10_PS72h_Filter;2021-05-10;10-HLM_La_Chancelière;40.7097605512168
QC_03-2_PS72h_Gauze;2021-05-10;03.2-CHSLD_Charlesbourg_FirstManhole;42.391
QC_03-3_PS72h_Gauze;2021-05-10;03.3-CHSLD_Charlesbourg_SecondManhole;39.74390530774
QC_06.1_PS72h_Gauze;2021-05-10;06.1-CHSLD_Saint_Augustin_Pipe_in_kitchen;42.391
QC_07.1_PS72h_Gauze;2021-05-10;07.1-Lauberiviere_Parking;28.9505010924983
QC_07.2_PS72h_Gauze;2021-05-10;07.2-Lauberiviere_Pipe_in_0_Floor;42.391
QC_08_PS72h_Gauze;2021-05-10;08-CHSLD_Saint_Antoine;40.7763318298751
QC_09_PS72h_Gauze;2021-05-10;09-Squat_Basse-Ville;41.2567752465506
QC_10_PS72h_Gauze;2021-05-10;10-HLM_La_Chancelière;39.8383592350968
QC_01_cpFP24h_Raw;2021-05-07;01-Int_East;NA
QC_02_cpFP24h_Raw;2021-05-07;02-Int_West;42.391
QC_04_grb_Raw;2021-05-07;04-Beauport_Charlesbourg;NA
QC_05_grb_Raw;2021-05-07;05-Maizerets;35.7704882937772
QC_01_cpFP24h_Raw;2021-05-08;01-Int_East;40.5305124042614
QC_02_cpFP24h_Raw;2021-05-08;02-Int_West;34.6893153202573
QC_04_grb_Raw;2021-05-08;04-Beauport_Charlesbourg;33.1296271509849
QC_05_grb_Raw;2021-05-08;05-Maizerets;33.0617788443007
QC_01_cpFP24h_Raw;2021-05-09;01-Int_East;34.2611588032024
QC_02_cpFP24h_Raw;2021-05-09;02-Int_West;31.6263763050302
QC_04_grb_Raw;2021-05-09;04-Beauport_Charlesbourg;32.7265653018004
QC_05_grb_Raw;2021-05-09;05-Maizerets;33.9357286046911
QC_01_cpFP24h_Raw;2021-05-10;01-Int_East;35.1236538756082
QC_02_cpFP24h_Raw;2021-05-10;02-Int_West;35.3090722250786
QC_04_grb_Raw;2021-05-10;04-Beauport_Charlesbourg;34.6019162028003
QC_05_grb_Raw;2021-05-10;05-Maizerets;36.5161440200332
QC_03-2_PS24h_Filter;2021-05-11;03.2-CHSLD_Charlesbourg_FirstManhole;42.391
QC_03-3_PS24h_Filter;2021-05-11;03.3-CHSLD_Charlesbourg_SecondManhole;40.5063411733756
QC_06.1_PS24h_Filter;2021-05-11;06.1-CHSLD_Saint_Augustin_Pipe_in_kitchen;38.8161655328868
QC_07.1_PS24h_Filter;2021-05-11;07.1-Lauberiviere_Parking;34.2131670807124
QC_07.2_PS24h_Filter;2021-05-11;07.2-Lauberiviere_Pipe_in_0_Floor;42.391
QC_08_PS24h_Filter;2021-05-11;08-CHSLD_Saint_Antoine;37.1744599946974
QC_09_PS24h_Filter;2021-05-11;09-Squat_Basse-Ville;40.9671865368676
QC_10_PS24h_Filter;2021-05-11;10-HLM_La_Chancelière;38.7791769981442
QC_03-2_PS24h_Gauze;2021-05-11;03.2-CHSLD_Charlesbourg_FirstManhole;40.9307711519099
QC_03-3_PS24h_Gauze;2021-05-11;03.3-CHSLD_Charlesbourg_SecondManhole;40.9757660929592
QC_06.1_PS24h_Gauze;2021-05-11;06.1-CHSLD_Saint_Augustin_Pipe_in_kitchen;42.391
QC_07.1_PS24h_Gauze;2021-05-11;07.1-Lauberiviere_Parking;42.391
QC_07.2_PS24h_Gauze;2021-05-11;07.2-Lauberiviere_Pipe_in_0_Floor;42.391
QC_08_PS24h_Gauze;2021-05-11;08-CHSLD_Saint_Antoine;40.6074458164371
QC_09_PS24h_Gauze;2021-05-11;09-Squat_Basse-Ville;40.724423532006
QC_10_PS24h_Gauze;2021-05-11;10-HLM_La_Chancelière;42.391
QC_01_cpFP24h_Raw;2021-05-11;01-Int_East;33.2009481354778
QC_02_cpFP24h_Raw;2021-05-11;02-Int_West;33.3761036516606
QC_04_grb_Raw;2021-05-11;04-Beauport_Charlesbourg;33.5381501057448
QC_05_grb_Raw;2021-05-11;05-Maizerets;35.6561157284907
QC_03-2_PS24h_Filter;2021-05-12;03.2-CHSLD_Charlesbourg_FirstManhole;42.391
QC_03-3_PS24h_Filter;2021-05-12;03.3-CHSLD_Charlesbourg_SecondManhole;42.391
QC_06.1_PS24h_Filter;2021-05-12;06.1-CHSLD_Saint_Augustin_Pipe_in_kitchen;40.5129941411027
QC_08_PS24h_Filter;2021-05-12;08-CHSLD_Saint_Antoine;40.8374978822834
QC_09_PS24h_Filter;2021-05-12;09-Squat_Basse-Ville;42.391
QC_10_PS24h_Filter;2021-05-12;10-HLM_La_Chancelière;40.7822637070624
QC_03-2_PS24h_Gauze;2021-05-12;03.2-CHSLD_Charlesbourg_FirstManhole;41.1771093895592
QC_03-3_PS24h_Gauze;2021-05-12;03.3-CHSLD_Charlesbourg_SecondManhole;40.6360178883182
QC_06.1_PS24h_Gauze;2021-05-12;06.1-CHSLD_Saint_Augustin_Pipe_in_kitchen;38.8426738918679
QC_08_PS24h_Gauze;2021-05-12;08-CHSLD_Saint_Antoine;42.391
QC_09_PS24h_Gauze;2021-05-12;09-Squat_Basse-Ville;40.3748105211266
QC_10_PS24h_Gauze;2021-05-12;10-HLM_La_Chancelière;38.2852947035482
QC_01_cpFP24h_Raw;2021-05-12;01-Int_East;NA
QC_02_cpFP24h_Raw;2021-05-12;02-Int_West;NA
QC_04_grb_Raw;2021-05-12;04-Beauport_Charlesbourg;NA
QC_05_grb_Raw;2021-05-12;05-Maizerets;NA
QC_03-2_PS24h_Filter;2021-05-13;03.2-CHSLD_Charlesbourg_FirstManhole;40.8478913989837
QC_03-3_PS24h_Filter;2021-05-13;03.3-CHSLD_Charlesbourg_SecondManhole;36.8064905337362
QC_06.1_PS24h_Filter;2021-05-13;06.1-CHSLD_Saint_Augustin_Pipe_in_kitchen;38.8163401569638
QC_07.1_PS48h_Filter;2021-05-13;07.1-Lauberiviere_Parking;34.292005184224
QC_09_PS24h_Filter;2021-05-13;09-Squat_Basse-Ville;39.0565510812423
QC_10_PS24h_Filter;2021-05-13;10-HLM_La_Chancelière;42.391
MTLN-8-1_2-1339041_S97_L002;2021-02-24;8.1-MtlNord-Est;NA
MTLN-8-1_2-1339044_S100_L002;2021-02-24;8.1-MtlNord-Est;NA
MTLN-8-1_2-1339045_S101_L002;2021-02-24;8.1-MtlNord-Est;NA
MTLN-8-1_2-1339046_S102_L002;2021-02-26;8.1-MtlNord-Est;NA
MTLN-8-1_2-1339048_S104_L002;2021-02-25;8.1-MtlNord-Est;NA
MTLN-8-1_2-1339050_S106_L002;2021-02-25;8.1-MtlNord-Est;NA
MTLN-8-1_2-1339101_S107_L002;2021-02-25;8.1-MtlNord-Est;NA
MTLN-8-2_2-1339042_S98_L002;2021-02-25;8.2-MtlNord-Est;NA
MTLN-8-2_2-1339043_S99_L002;2021-02-26;8.2-MtlNord-Est;NA
MTLN-8-2_2-1339047_S103_L002;2021-03-01;8.2-MtlNord-Est;NA
MTLN-8-2_2-1339049_S105_L002;2021-03-01;8.2-MtlNord-Est;NA
MTLN-8-2_2-1339102_S108_L002;2021-03-01;8.2-MtlNord-Est;NA
MTLN-8-2_2-1339103_S109_L002;2021-03-01;8.2-MtlNord-Est;NA
MTL-North_2-1339104_S110_L002;2020-11-19;MTL-North;NA
MTL-North_2-1339106_S112_L002;2020-11-19;MTL-North;NA
MTL-North_2-1339108_S114_L002;2020-11-23;MTL-North;NA
MTL-North_2-1339110_S116_L002;2020-11-26;MTL-North;NA
MTL-North_2-1339112_S118_L002;2020-11-30;MTL-North;NA
MTL-North_2-1339114_S120_L002;2020-11-30;MTL-North;NA
MTL-North_2-1339116_S122_L002;2020-12-03;MTL-North;NA
MTL-North_2-1339118_S124_L002;2020-12-03;MTL-North;NA
MTL-North_2-1339120_S126_L002;2020-12-07;MTL-North;NA
MTL-South_2-1339105_S111_L002;2020-12-07;MTL-South;NA
MTL-South_2-1339107_S113_L002;2020-12-31;MTL-South;NA
MTL-South_2-1339109_S115_L002;2020-12-31;MTL-South;NA
MTL-South_2-1339111_S117_L002;2021-01-04;MTL-South;NA
MTL-South_2-1339113_S119_L002;2021-01-04;MTL-South;NA
MTL-South_2-1339115_S121_L002;2021-01-07;MTL-South;NA
MTL-South_2-1339117_S123_L002;2021-01-07;MTL-South;NA
MTL-South_2-1339119_S125_L002;2021-01-11;MTL-South;NA
MTL-South_2-1339121_S127_L002;2021-01-11;MTL-South;NA
MTL-WW-N-24_2-1338522_S24_L002;2021-02-24;MTL-North;NA
MTL-WW-N-24_2-1338639_S91_L002;2021-02-24;MTL-North;NA
MTL-WW-N-25_2-1338523_S25_L002;2021-02-25;MTL-North;NA
MTL-WW-N-25_2-1338640_S92_L002;2021-02-25;MTL-North;NA
MTL-WW-N-26_2-1338524_S26_L002;2021-02-26;MTL-North;NA
MTL-WW-N-26_2-1338641_S93_L002;2021-02-26;MTL-North;NA
MTL-WW-N-27_2-1338525_S27_L002;2021-02-27;MTL-North;NA
MTL-WW-N-27_2-1338642_S94_L002;2021-02-27;MTL-North;NA
